ＩＤ,年齢,都道府県,性別,結婚,職業,業種,世帯年収,居住形態,子供有無,Q.1_1,Q.1_2,Q.2_1,Q.2_2,Q.2_3,Q.2_4,Q.2_5,Q.2_6
m89788819347,54,北海道,男性,既婚,経営者・役員,建設業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788346909,52,大阪府,男性,既婚,会社員(正社員),商社・卸売り・小売業,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788309588,55,千葉県,男性,既婚,会社員(正社員),医療・福祉,"2,000万以上",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787937105,48,青森県,男性,既婚,公務員（教職員を除く）,運送・輸送業,500万～600万未満,賃貸（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787767703,53,神奈川県,男性,未婚,会社員(正社員),情報通信業,300万～400万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89787760915,31,愛知県,女性,既婚,会社員(正社員),医療・福祉,700万～800万未満,持ち家（マンション）,あり,1,0,1,0,1,0,0,0
m89787751952,44,埼玉県,男性,未婚,無職,勤めていない,400万～500万未満,持ち家（マンション）,なし,1,0,1,1,0,0,0,0
m8980965664,28,大阪府,女性,既婚,専業主婦,勤めていない,500万～600万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8971491415,45,千葉県,男性,未婚,パート・アルバイト,運送・輸送業,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971295485,38,北海道,男性,既婚,会社員(正社員),建設業,500万～600万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971068965,56,神奈川県,男性,未婚,パート・アルバイト,その他,100万～200万未満,賃貸（アパート）,なし,1,0,0,0,0,0,0,1
m8970913620,39,東京都,男性,既婚,会社員(正社員),情報通信業,"1,200万～1,500万未満",賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m89789635005,46,新潟県,男性,既婚,会社員(正社員),運送・輸送業,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89789763941,40,富山県,女性,未婚,会社員(正社員),建設業,100万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89789405858,29,東京都,女性,未婚,会社員(正社員),金融・証券・保険業,"900万～1,000万未満",賃貸（マンション）,なし,1,0,1,0,0,1,0,0
m89789218897,33,大阪府,女性,未婚,自営業,その他,400万～500万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m89788893417,54,埼玉県,男性,既婚,会社員(正社員),製造業,"1,000万～1,200万未満",持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89788792992,27,神奈川県,女性,未婚,会社員(正社員),サービス業,700万～800万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89788680108,22,埼玉県,男性,未婚,学生,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m89788460061,56,岐阜県,女性,既婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788370677,53,宮城県,女性,既婚,会社員(正社員),不動産業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,1,0,1,0,0,0
m89788246852,40,神奈川県,男性,未婚,会社員(正社員),建設業,400万～500万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,1
m89787898135,43,東京都,男性,既婚,会社員(正社員),サービス業,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971192943,41,福岡県,女性,未婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（アパート）,なし,1,0,1,0,1,0,0,0
m89789178889,54,神奈川県,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（マンション）,なし,1,0,0,1,1,0,0,0
m89789064252,24,北海道,女性,未婚,無職,勤めていない,200万～300万未満,賃貸（マンション）,なし,1,0,1,0,0,1,0,1
m89788874025,47,山口県,男性,既婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89788273695,48,滋賀県,女性,既婚,その他,教育業,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,0,1,0,0,0
m89788122380,24,愛知県,男性,未婚,会社員(正社員),運送・輸送業,300万～400万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m899561339,52,兵庫県,男性,未婚,無職,勤めていない,100万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8972819801,45,熊本県,男性,既婚,会社員(正社員),建設業,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971435373,39,神奈川県,男性,既婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788815066,30,神奈川県,女性,未婚,会社員(正社員),医療・福祉,400万～500万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788314536,40,大阪府,男性,未婚,会社員（契約・派遣社員）,サービス業,400万～500万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8971023476,63,岩手県,男性,既婚,会社員(正社員),サービス業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970871932,49,東京都,男性,既婚,会社員(正社員),商社・卸売り・小売業,600万～700万未満,持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m8970782798,41,静岡県,女性,既婚,専業主婦,勤めていない,400万～500万未満,賃貸（アパート）,あり,1,0,0,0,0,1,0,0
m8970250497,65,東京都,男性,既婚,無職,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788581473,31,福岡県,男性,既婚,会社員(正社員),製造業,"900万～1,000万未満",賃貸（マンション）,なし,1,0,0,1,0,0,0,0
m89788471285,30,神奈川県,男性,未婚,会社員(正社員),医療・福祉,600万～700万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89788111591,45,神奈川県,男性,未婚,自営業,電気・ガス・水道業,100万～200万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8936513568,51,千葉県,男性,未婚,経営者・役員,サービス業,100万～200万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m8973524600,46,千葉県,女性,既婚,専業主婦,勤めていない,400万～500万未満,持ち家（一戸建て）,あり,1,0,1,0,1,1,0,0
m8970552817,65,鹿児島県,女性,既婚,専業主婦,勤めていない,300万～400万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89789614487,40,静岡県,男性,既婚,公務員（教職員を除く）,その他,600万～700万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,1,0
m89388504496,27,東京都,男性,未婚,会社員(正社員),製造業,500万～600万未満,賃貸（マンション）,なし,1,0,1,1,1,1,1,1
m8998363432,39,岐阜県,女性,既婚,専業主婦,勤めていない,200万～300万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8970304109,55,東京都,男性,未婚,会社員（契約・派遣社員）,情報通信業,400万～500万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m89789689239,32,東京都,女性,未婚,自由業,サービス業,"900万～1,000万未満",賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89789597664,34,北海道,男性,既婚,その他,その他,200万～300万未満,持ち家（一戸建て）,あり,1,0,0,0,0,0,0,1
m89787753021,40,沖縄県,男性,未婚,会社員(正社員),情報通信業,400万～500万未満,持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m8970412642,52,福岡県,女性,未婚,パート・アルバイト,サービス業,100万～200万未満,持ち家（一戸建て）,あり,1,0,1,0,1,0,1,0
m8970374632,18,三重県,女性,未婚,学生,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89789553569,32,千葉県,女性,未婚,公務員（教職員を除く）,医療・福祉,200万～300万未満,賃貸（アパート）,なし,1,0,0,0,0,0,0,1
m89788389455,45,愛媛県,女性,既婚,パート・アルバイト,製造業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789875782,27,山梨県,女性,未婚,学生,勤めていない,300万～400万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89789587420,32,東京都,男性,未婚,会社員(正社員),サービス業,200万～300万未満,賃貸（マンション）,なし,1,0,1,0,0,1,0,0
m89789323217,36,高知県,男性,既婚,会社員(正社員),製造業,400万～500万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788984492,36,東京都,男性,既婚,会社員(正社員),サービス業,700万～800万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m89788406538,47,滋賀県,女性,既婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788360411,23,広島県,女性,未婚,会社員(正社員),その他,200万～300万未満,社宅,なし,1,0,0,0,0,1,0,0
m8970650390,38,福岡県,女性,既婚,パート・アルバイト,医療・福祉,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89789052680,28,静岡県,男性,未婚,会社員（契約・派遣社員）,その他,200万～300万未満,その他,なし,1,0,0,1,0,1,0,0
m89788598900,58,新潟県,女性,既婚,パート・アルバイト,医療・福祉,"1,000万～1,200万未満",持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89787926205,53,愛知県,女性,未婚,パート・アルバイト,建設業,200万～300万未満,その他,なし,0,1,0,0,0,0,0,0
m89787732574,44,広島県,男性,既婚,自営業,電気・ガス・水道業,500万～600万未満,持ち家（一戸建て）,あり,1,0,0,0,0,0,1,0
m8971981911,60,山梨県,女性,未婚,パート・アルバイト,教育業,200万～300万未満,賃貸（アパート）,あり,1,0,0,0,0,0,0,1
m8971260757,37,大阪府,女性,既婚,無職,勤めていない,"2,000万以上",その他,なし,0,1,0,0,0,0,0,0
m8971224809,37,神奈川県,女性,既婚,会社員(正社員),医療・福祉,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971089837,51,北海道,男性,既婚,経営者・役員,サービス業,"1,200万～1,500万未満",持ち家（マンション）,あり,1,0,0,0,1,0,0,0
m89789488089,50,埼玉県,男性,既婚,会社員(正社員),製造業,"1,200万～1,500万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89789478670,48,鹿児島県,女性,既婚,会社員(正社員),金融・証券・保険業,700万～800万未満,持ち家（一戸建て）,あり,1,0,1,1,1,0,1,1
m89788796313,22,東京都,女性,未婚,学生,勤めていない,"1,000万～1,200万未満",持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m89788282374,35,京都府,女性,既婚,その他,その他,100万未満,その他,なし,0,1,0,0,0,0,0,0
m8972002793,45,愛知県,女性,既婚,パート・アルバイト,製造業,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8971313992,34,愛知県,男性,既婚,会社員(正社員),商社・卸売り・小売業,500万～600万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m8970967355,41,埼玉県,女性,既婚,専業主婦,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m8970953163,58,大阪府,女性,既婚,パート・アルバイト,製造業,800万～900万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m89789405444,40,静岡県,男性,既婚,自営業,サービス業,700万～800万未満,社宅,あり,1,0,1,0,1,0,0,0
m89789154586,49,埼玉県,男性,既婚,会社員(正社員),金融・証券・保険業,"1,000万～1,200万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89788119083,57,兵庫県,女性,未婚,会社員(正社員),製造業,700万～800万未満,持ち家（一戸建て）,なし,1,0,1,0,1,0,0,0
m89787867478,50,神奈川県,男性,未婚,会社員(正社員),建設業,400万～500万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m89787744828,21,岡山県,女性,未婚,学生,勤めていない,"1,500万～1,800万未満",持ち家（一戸建て）,なし,1,0,0,0,1,0,1,0
m8970642074,66,兵庫県,男性,既婚,無職,勤めていない,600万～700万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m89787732104,46,兵庫県,女性,既婚,専業主婦,勤めていない,"1,000万～1,200万未満",持ち家（マンション）,あり,1,0,0,0,0,1,0,0
m8997705740,40,宮城県,男性,未婚,会社員（契約・派遣社員）,製造業,400万～500万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8976099520,67,宮城県,男性,既婚,会社員（契約・派遣社員）,金融・証券・保険業,600万～700万未満,持ち家（マンション）,あり,1,0,0,1,0,0,0,0
m8970936451,34,大阪府,女性,既婚,会社員(正社員),サービス業,600万～700万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8970802003,22,兵庫県,男性,未婚,会社員(正社員),建設業,300万～400万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89789490135,25,埼玉県,女性,未婚,会社員(正社員),医療・福祉,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89789471032,65,大阪府,男性,既婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,1,0,0,1,1,0,1,0
m89788311655,41,千葉県,女性,既婚,無職,勤めていない,100万～200万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89787886498,32,大阪府,男性,既婚,会社員(正社員),製造業,400万～500万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89787705272,30,福岡県,男性,未婚,会社員(正社員),サービス業,800万～900万未満,賃貸（マンション）,なし,1,0,1,0,0,0,0,0
m8971007947,34,東京都,女性,未婚,パート・アルバイト,サービス業,100万～200万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89789308503,50,東京都,男性,未婚,会社員(正社員),サービス業,300万～400万未満,持ち家（マンション）,なし,0,1,0,0,0,0,0,0
m897736638,59,東京都,男性,既婚,会社員(正社員),製造業,600万～700万未満,持ち家（一戸建て）,なし,1,0,1,0,1,1,0,0
m89788350548,45,北海道,女性,既婚,医師・医療関係者,教育業,"2,000万以上",その他,なし,1,0,1,1,1,1,1,1
m89788305561,27,愛知県,女性,既婚,専業主婦,勤めていない,500万～600万未満,賃貸（アパート）,なし,1,0,0,0,1,1,0,0
m89788275704,45,大阪府,男性,既婚,経営者・役員,サービス業,"2,000万以上",持ち家（一戸建て）,あり,1,0,1,0,0,0,1,0
m89788220819,42,神奈川県,男性,既婚,医師・医療関係者,医療・福祉,600万～700万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787725085,23,愛知県,女性,未婚,会社員(正社員),建設業,300万～400万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m8976460803,52,佐賀県,男性,未婚,無職,勤めていない,100万～200万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8976482271,80,埼玉県,男性,未婚,無職,勤めていない,100万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m8971214737,44,神奈川県,女性,既婚,パート・アルバイト,製造業,700万～800万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,0,0
m89788891682,42,奈良県,女性,未婚,会社員(正社員),サービス業,800万～900万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m89788228274,42,北海道,女性,未婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89788147825,53,愛知県,女性,既婚,パート・アルバイト,製造業,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,0,0,0,1,0
m89788139987,19,東京都,男性,未婚,学生,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,1,0,0,0,1,0
m89787811049,37,東京都,男性,未婚,医師・医療関係者,医療・福祉,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89787753575,45,佐賀県,女性,既婚,その他,建設業,800万～900万未満,賃貸（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787711311,45,神奈川県,女性,既婚,パート・アルバイト,サービス業,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971388939,51,東京都,男性,既婚,会社員(正社員),建設業,"1,000万～1,200万未満",持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8971352724,50,埼玉県,女性,既婚,会社員（契約・派遣社員）,製造業,100万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8970803960,60,京都府,男性,既婚,会社員(正社員),運送・輸送業,300万～400万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789096100,25,愛知県,男性,未婚,会社員(正社員),医療・福祉,400万～500万未満,持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m89788164803,60,東京都,女性,既婚,会社員(正社員),不動産業,600万～700万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89787894697,48,香川県,女性,既婚,会社員(正社員),医療・福祉,600万～700万未満,持ち家（一戸建て）,なし,1,0,1,0,1,0,0,0
m8936801193,44,兵庫県,男性,未婚,会社員（契約・派遣社員）,運送・輸送業,100万～200万未満,賃貸（アパート）,なし,1,0,0,1,0,0,0,0
m8974356027,61,愛知県,女性,既婚,専業主婦,勤めていない,100万～200万未満,持ち家（一戸建て）,あり,1,0,1,1,1,1,1,0
m8975151589,52,富山県,男性,既婚,会社員(正社員),サービス業,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m8970946601,41,神奈川県,男性,未婚,会社員(正社員),建設業,400万～500万未満,社宅,なし,0,1,0,0,0,0,0,0
m8970216824,37,北海道,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,1,0,0,0,1,0,0,0
m89788377310,62,広島県,男性,既婚,公務員（教職員を除く）,非営利団体,500万～600万未満,持ち家（一戸建て）,あり,1,0,1,1,0,0,1,0
m893406572,62,福岡県,男性,未婚,無職,勤めていない,100万～200万未満,賃貸（マンション）,なし,0,1,0,0,0,0,0,0
m8971553357,47,神奈川県,男性,既婚,会社員(正社員),商社・卸売り・小売業,800万～900万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8970509752,51,滋賀県,男性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970250168,60,東京都,男性,既婚,自営業,情報通信業,"1,800万～2,000万未満",賃貸（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789233340,26,愛知県,女性,未婚,パート・アルバイト,医療・福祉,800万～900万未満,持ち家（一戸建て）,なし,1,0,1,0,1,0,0,0
m89788629331,43,長野県,男性,既婚,会社員(正社員),製造業,500万～600万未満,寮・下宿,あり,0,1,0,0,0,0,0,0
m89788513845,37,東京都,女性,未婚,自由業,その他,"2,000万以上",持ち家（マンション）,なし,1,0,1,0,1,0,0,0
m89788333336,20,宮城県,女性,未婚,学生,勤めていない,100万未満,賃貸（アパート）,なし,1,0,0,1,0,1,0,0
m8971471479,52,京都府,男性,既婚,会社員(正社員),建設業,600万～700万未満,持ち家（一戸建て）,あり,1,0,0,0,0,0,1,0
m8971271724,19,大阪府,女性,未婚,学生,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,1,0,0,0,1,1,0,0
m89789239705,52,神奈川県,男性,未婚,会社員(正社員),医療・福祉,300万～400万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m89789236063,39,神奈川県,男性,未婚,会社員(正社員),その他,"2,000万以上",持ち家（一戸建て）,なし,1,0,1,0,1,1,1,0
m89789068957,22,埼玉県,男性,既婚,会社員(正社員),製造業,700万～800万未満,持ち家（一戸建て）,なし,1,0,0,0,1,0,0,0
m89788973448,40,埼玉県,女性,未婚,会社員(正社員),製造業,500万～600万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89788886965,38,福島県,男性,既婚,自営業,運送・輸送業,"900万～1,000万未満",賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m89788432812,49,熊本県,女性,既婚,パート・アルバイト,医療・福祉,300万～400万未満,持ち家（一戸建て）,あり,1,0,1,0,1,0,0,0
m89788326548,38,埼玉県,女性,未婚,会社員(正社員),医療・福祉,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788314551,20,東京都,女性,未婚,学生,勤めていない,100万未満,社宅,なし,0,1,0,0,0,0,0,0
m89787975799,37,山口県,女性,既婚,パート・アルバイト,建設業,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89787818013,47,静岡県,男性,既婚,自営業,建設業,500万～600万未満,賃貸（アパート）,あり,0,1,0,0,0,0,0,0
m89787768789,21,東京都,男性,未婚,学生,勤めていない,400万～500万未満,持ち家（一戸建て）,なし,1,0,1,0,0,1,0,0
m8970798840,58,北海道,男性,既婚,無職,勤めていない,100万～200万未満,賃貸（アパート）,あり,1,0,1,0,1,1,0,0
m89788990803,26,愛知県,女性,未婚,会社員（契約・派遣社員）,サービス業,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8985930910,28,千葉県,男性,未婚,パート・アルバイト,製造業,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8974858503,21,東京都,男性,未婚,会社員（契約・派遣社員）,製造業,"900万～1,000万未満",持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8971061739,45,三重県,男性,既婚,会社員(正社員),製造業,400万～500万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970590515,55,北海道,男性,既婚,会社員(正社員),製造業,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789783211,36,北海道,女性,既婚,会社員(正社員),金融・証券・保険業,400万～500万未満,賃貸（アパート）,あり,1,0,0,0,0,0,0,1
m89788361998,40,福岡県,男性,既婚,会社員(正社員),建設業,300万～400万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89788296527,28,岡山県,女性,未婚,会社員(正社員),医療・福祉,400万～500万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m8970513291,45,神奈川県,男性,未婚,会社員(正社員),サービス業,400万～500万未満,持ち家（マンション）,なし,1,0,1,1,0,1,0,0
m89789726490,28,福井県,女性,未婚,公務員（教職員を除く）,その他,"1,200万～1,500万未満",持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89789006220,27,愛知県,女性,未婚,会社員(正社員),製造業,200万～300万未満,賃貸（アパート）,なし,1,0,1,0,1,0,0,0
m89788642262,25,東京都,女性,未婚,パート・アルバイト,サービス業,100万～200万未満,持ち家（一戸建て）,なし,1,0,0,0,0,1,0,0
m89788617750,23,愛知県,女性,既婚,専業主婦,勤めていない,200万～300万未満,賃貸（マンション）,あり,1,0,0,0,0,1,0,0
m8971570486,31,鳥取県,女性,未婚,会社員(正社員),その他,200万～300万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m89788527815,52,神奈川県,男性,未婚,会社員（契約・派遣社員）,サービス業,300万～400万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m89788430017,18,広島県,女性,未婚,パート・アルバイト,サービス業,200万～300万未満,賃貸（マンション）,なし,1,0,0,0,1,0,0,0
m89787973840,27,東京都,女性,既婚,会社員(正社員),建設業,500万～600万未満,賃貸（マンション）,あり,0,1,0,0,0,0,0,0
m8970807297,40,北海道,女性,未婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,賃貸（アパート）,なし,1,0,0,0,1,0,0,0
m89788660904,53,広島県,男性,既婚,会社員(正社員),電気・ガス・水道業,500万～600万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,1,0
m89788101917,37,東京都,男性,未婚,会社員(正社員),情報通信業,500万～600万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m89787784029,51,三重県,女性,既婚,パート・アルバイト,建設業,"900万～1,000万未満",持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8975114680,52,北海道,女性,未婚,会社員(正社員),建設業,100万～200万未満,持ち家（マンション）,なし,1,0,1,0,0,0,0,0
m8970580161,23,静岡県,女性,未婚,パート・アルバイト,その他,100万～200万未満,賃貸（アパート）,なし,1,0,0,0,0,1,0,0
m89789792589,20,長野県,女性,未婚,学生,勤めていない,100万未満,賃貸（マンション）,なし,1,0,0,0,0,1,0,0
m89789410242,52,高知県,女性,既婚,専業主婦,勤めていない,300万～400万未満,社宅,なし,1,0,1,0,0,0,0,0
m89789323197,31,神奈川県,女性,既婚,パート・アルバイト,商社・卸売り・小売業,400万～500万未満,持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89789142221,15,兵庫県,女性,未婚,学生,勤めていない,"900万～1,000万未満",持ち家（一戸建て）,なし,1,0,0,0,0,0,0,1
m8995508341,53,埼玉県,男性,既婚,会社員(正社員),製造業,"1,200万～1,500万未満",持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8975036338,27,兵庫県,女性,未婚,無職,勤めていない,"1,000万～1,200万未満",持ち家（マンション）,なし,1,0,1,0,0,1,0,0
m8973560753,55,高知県,男性,既婚,無職,勤めていない,500万～600万未満,賃貸（一戸建て）,あり,1,0,0,1,0,0,0,0
m8971413565,17,大阪府,女性,未婚,学生,勤めていない,300万～400万未満,持ち家（マンション）,なし,1,0,1,0,1,0,0,0
m8971053599,27,東京都,女性,未婚,会社員(正社員),医療・福祉,700万～800万未満,持ち家（一戸建て）,なし,0,1,0,0,0,0,0,0
m8970888508,46,福岡県,女性,既婚,専業主婦,勤めていない,600万～700万未満,持ち家（一戸建て）,あり,1,0,1,0,0,0,0,0
m8970849230,56,神奈川県,男性,未婚,無職,勤めていない,200万～300万未満,持ち家（一戸建て）,なし,1,0,0,1,0,0,0,0
m89789784831,36,茨城県,男性,既婚,会社員(正社員),その他,400万～500万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m89789673600,53,岩手県,男性,既婚,公務員（教職員を除く）,医療・福祉,700万～800万未満,持ち家（一戸建て）,あり,1,0,0,1,0,0,0,0
m89789649316,39,東京都,男性,未婚,パート・アルバイト,不動産業,100万～200万未満,持ち家（一戸建て）,なし,1,0,1,0,0,0,0,0
m89789566515,31,埼玉県,女性,未婚,会社員(正社員),医療・福祉,400万～500万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,0
m89789508917,29,宮崎県,女性,既婚,専業主婦,勤めていない,300万～400万未満,賃貸（アパート）,あり,1,0,0,0,1,1,0,0
m89788598229,37,広島県,女性,未婚,パート・アルバイト,運送・輸送業,200万～300万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788506151,24,大阪府,女性,未婚,会社員(正社員),製造業,"1,000万～1,200万未満",賃貸（アパート）,あり,1,0,1,1,1,1,1,0
m89788166478,28,東京都,女性,未婚,会社員(正社員),商社・卸売り・小売業,400万～500万未満,賃貸（アパート）,なし,0,1,0,0,0,0,0,0
m89788030865,28,埼玉県,女性,未婚,パート・アルバイト,その他,500万～600万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8915478577,64,青森県,男性,既婚,無職,勤めていない,700万～800万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8973849895,37,神奈川県,女性,既婚,専業主婦,勤めていない,500万～600万未満,持ち家（マンション）,あり,0,1,0,0,0,0,0,0
m8971467120,59,北海道,女性,既婚,専業主婦,勤めていない,200万～300万未満,持ち家（一戸建て）,あり,0,1,0,0,0,0,0,0
m8971122569,32,東京都,女性,既婚,会社員(正社員),サービス業,"2,000万以上",持ち家（一戸建て）,あり,1,0,0,0,0,1,0,0
m89789241585,32,東京都,女性,既婚,専業主婦,勤めていない,100万～200万未満,持ち家（マンション）,あり,1,0,0,0,0,1,0,0
m89788616541,35,愛知県,女性,未婚,パート・アルバイト,医療・福祉,300万～400万未満,賃貸（アパート）,なし,1,0,1,0,0,0,0,1
